hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
音色真厚,im-sik-tsin-kāu,12,im-sek-chin-kāu,im1sik4tsin1kau7,im1sek4chin1kau7,imsiktsinkau,imsekchinkau,istk,isck
順手發球,sūn-tshiú-huat-kiû,12,sūn-chhiú-hoat-kiû,sun7tshiu2huat4kiu5,sun7chhiu2hoat4kiu5,suntshiuhuatkiu,sunchhiuhoatkiu,sthk,schk
風俗民情,hong-sio̍k-bîn-tsîng,12,hong-sio̍k-bîn-chêng,hong1siok8bin5tsing5,hong1siok8bin5cheng5,hongsiokbintsing,hongsiokbincheng,hsbt,hsbc
風俗習慣,hong-sio̍k-si̍p-kuàn,12,hong-sio̍k-si̍p-koàn,hong1siok8sip8kuan3,hong1siok8sip8koan3,hongsioksipkuan,hongsioksipkoan,hssk,hssk
風力發電,hong-li̍k-huat-tiān,12,hong-le̍k-hoat-tiān,hong1lik8huat4tian7,hong1lek8hoat4tian7,honglikhuattian,honglekhoattian,hlht,hlht
風化作用,hong-huà-tsok-iōng,12,hong-hòa-chok-iōng,hong1hua3tsok4iong7,hong1hoa3chok4iong7,honghuatsokiong,honghoachokiong,hhti,hhci
飲食均衡,ím-si̍t-kin-hîng,12,ím-si̍t-kin-hêng,im2sit8kin1hing5,im2sit8kin1heng5,imsitkinhing,imsitkinheng,iskh,iskh
飲食文化,ím-si̍t-bûn-huà,12,ím-si̍t-bûn-hòa,im2sit8bun5hua3,im2sit8bun5hoa3,imsitbunhua,imsitbunhoa,isbh,isbh
飲食習慣,ím-si̍t-si̍p-kuàn,12,ím-si̍t-si̍p-koàn,im2sit8sip8kuan3,im2sit8sip8koan3,imsitsipkuan,imsitsipkoan,issk,issk
飽和脂肪,pá-hô-tsi-hong,12,pá-hô-chi-hong,pa2ho5tsi1hong1,pa2ho5chi1hong1,pahotsihong,pahochihong,phth,phch
首調唱名,siú-tiāu-tshiùnn-miâ,12,siú-tiāu-chhiùⁿ-miâ,siu2tiau7tshiunn3mia5,siu2tiau7chhiunn3mia5,siutiautshiunnmia,siutiauchhiunnmia,sttm,stcm
馬偕牧師,má-kai-bo̍k-su,12,má-kai-bo̍k-su,ma2kai1bok8su1,ma2kai1bok8su1,makaiboksu,makaiboksu,mkbs,mkbs
馬祖列島,má-tsóo-lia̍t-tó,12,má-chó͘-lia̍t-tó,ma2tsoo2liat8to2,ma2choo2liat8to2,matsooliatto,machooliatto,mtlt,mclt
馬關條約,má-kuan-tiâu-iok,12,má-koan-tiâu-iok,ma2kuan1tiau5iok4,ma2koan1tiau5iok4,makuantiauiok,makoantiauiok,mkti,mkti
高速公路,ko-sok-kong-lōo,12,ko-sok-kong-lō͘,ko1sok4kong1loo7,ko1sok4kong1loo7,kosokkongloo,kosokkongloo,kskl,kskl
高速鐵路,ko-sok-thih-lōo,12,ko-sok-thih-lō͘,ko1sok4thih4loo7,ko1sok4thih4loo7,kosokthihloo,kosokthihloo,kstl,kstl
鳥鼠仔色,niáu-tshí-á-sik,12,niáu-chhí-á-sek,niau2tshi2a2sik4,niau2chhi2a2sek4,niautshiasik,niauchhiasek,ntas,ncas
鹼性電池,kinn-sìng-tiān-tî,12,kiⁿ-sèng-tiān-tî,kinn1sing3tian7ti5,kinn1seng3tian7ti5,kinnsingtianti,kinnsengtianti,kstt,kstt
a小調音階,a-sió-tiāu-im-kai,10,a-sió-tiāu-im-kai,a1sio2tiau7im1kai1,a1sio2tiau7im1kai1,asiotiauimkai,asiotiauimkai,astik,astik
一日生活圈,tsi̍t-ji̍t-sing-ua̍h-khuan,10,chi̍t-ji̍t-seng-oa̍h-khoan,tsit8jit8sing1uah8khuan1,chit8jit8seng1oah8khoan1,tsitjitsinguahkhuan,chitjitsengoahkhoan,tjsuk,cjsok
三聲部合唱,sann-siann-pōo-ha̍p-tshiùnn,10,saⁿ-siaⁿ-pō͘-ha̍p-chhiùⁿ,sann1siann1poo7hap8tshiunn3,sann1siann1poo7hap8chhiunn3,sannsiannpoohaptshiunn,sannsiannpoohapchhiunn,sspht,ssphc
三角形矸仔,sann-kak-hîng-kan-á,10,saⁿ-kak-hêng-kan-á,sann1kak4hing5kan1a2,sann1kak4heng5kan1a2,sannkakhingkana,sannkakhengkana,skhka,skhka
上大公因數,siōng-tuā-kong-in-sòo,10,siōng-tōa-kong-in-sò͘,siong7tua7kong1in1soo3,siong7toa7kong1in1soo3,siongtuakonginsoo,siongtoakonginsoo,stkis,stkis
上細公倍數,siōng-sè-kong-puē-sòo,10,siōng-sè-kong-pōe-sò͘,siong7se3kong1pue7soo3,siong7se3kong1poe7soo3,siongsekongpuesoo,siongsekongpoesoo,sskps,sskps
世界展望會,sè-kài-tián-bōng-huē,10,sè-kài-tián-bōng-hōe,se3kai3tian2bong7hue7,se3kai3tian2bong7hoe7,sekaitianbonghue,sekaitianbonghoe,sktbh,sktbh
中央氣象局,tiong-iong-khì-siōng-kio̍k,10,tiong-iong-khì-siōng-kio̍k,tiong1iong1khi3siong7kiok8,tiong1iong1khi3siong7kiok8,tiongiongkhisiongkiok,tiongiongkhisiongkiok,tiksk,tiksk
中性水溶液,tiong-sìng-tsuí-iông-i̍k,10,tiong-sèng-chúi-iông-e̍k,tiong1sing3tsui2iong5ik8,tiong1seng3chui2iong5ek8,tiongsingtsuiiongik,tiongsengchuiiongek,tstii,tscie
主題情境法,tsú-tê-tsîng-kíng-huat,10,chú-tê-chêng-kéng-hoat,tsu2te5tsing5king2huat4,chu2te5cheng5keng2hoat4,tsutetsingkinghuat,chutechengkenghoat,tttkh,ctckh
乘法分配律,sîng-huat-hun-phuè-lu̍t,10,sêng-hoat-hun-phòe-lu̍t,sing5huat4hun1phue3lut8,seng5hoat4hun1phoe3lut8,singhuathunphuelut,senghoathunphoelut,shhpl,shhpl
九九乘法表,kiú-kiú-sîng-huat-pió,10,kiú-kiú-sêng-hoat-pió,kiu2kiu2sing5huat4pio2,kiu2kiu2seng5hoat4pio2,kiukiusinghuatpio,kiukiusenghoatpio,kkshp,kkshp
九二一地動,kiú-jī-it-tē-tāng,10,kiú-jī-it-tē-tāng,kiu2ji7it4te7tang7,kiu2ji7it4te7tang7,kiujiittetang,kiujiittetang,kjitt,kjitt
九龍公道杯,kiú-liông-kong-tō-pue,10,kiú-liông-kong-tō-poe,kiu2liong5kong1to7pue1,kiu2liong5kong1to7poe1,kiuliongkongtopue,kiuliongkongtopoe,klktp,klktp
二二八事件,jī-jī-pat-sū-kiānn,10,jī-jī-pat-sū-kiāⁿ,ji7ji7pat4su7kiann7,ji7ji7pat4su7kiann7,jijipatsukiann,jijipatsukiann,jjpsk,jjpsk
二位數減法,jī-uī-sòo-kiám-huat,10,jī-ūi-sò͘-kiám-hoat,ji7ui7soo3kiam2huat4,ji7ui7soo3kiam2hoat4,jiuisookiamhuat,jiuisookiamhoat,juskh,juskh
二分休止符,jī-hun-hiu-tsí-hû,10,jī-hun-hiu-chí-hû,ji7hun1hiu1tsi2hu5,ji7hun1hiu1chi2hu5,jihunhiutsihu,jihunhiuchihu,jhhth,jhhch
二十四節氣,jī-tsa̍p-sì-tseh-khuì,10,jī-cha̍p-sì-cheh-khùi,ji7tsap8si3tseh4khui3,ji7chap8si3cheh4khui3,jitsapsitsehkhui,jichapsichehkhui,jtstk,jcsck
交通運輸網,kau-thong-ūn-su-bāng,10,kau-thong-ūn-su-bāng,kau1thong1un7su1bang7,kau1thong1un7su1bang7,kauthongunsubang,kauthongunsubang,ktusb,ktusb
仰角觀測器,gióng-kak-kuan-tshik-khì,10,gióng-kak-koan-chhek-khì,giong2kak4kuan1tshik4khi3,giong2kak4koan1chhek4khi3,giongkakkuantshikkhi,giongkakkoanchhekkhi,gkktk,gkkck
低氣壓中心,kē-khì-ap-tiong-sim,10,kē-khì-ap-tiong-sim,ke7khi3ap4tiong1sim1,ke7khi3ap4tiong1sim1,kekhiaptiongsim,kekhiaptiongsim,kkats,kkats
保育類動物,pó-io̍k-luī-tōng-bu̍t,10,pó-io̍k-lūi-tōng-bu̍t,po2iok8lui7tong7but8,po2iok8lui7tong7but8,poiokluitongbut,poiokluitongbut,piltb,piltb
保育類生物,pó-io̍k-luī-sing-bu̍t,10,pó-io̍k-lūi-seng-bu̍t,po2iok8lui7sing1but8,po2iok8lui7seng1but8,poiokluisingbut,poiokluisengbut,pilsb,pilsb
個人答喙鼓,kò-jîn-tap-tshuì-kóo,10,kò-jîn-tap-chhùi-kó͘,ko3jin5tap4tshui3koo2,ko3jin5tap4chhui3koo2,kojintaptshuikoo,kojintapchhuikoo,kjttk,kjtck
傳統農漁業,thuân-thóng-lông-hî-gia̍p,10,thoân-thóng-lông-hî-gia̍p,thuan5thong2long5hi5giap8,thoan5thong2long5hi5giap8,thuanthonglonghigiap,thoanthonglonghigiap,ttlhg,ttlhg
兒童合唱團,jî-tông-ha̍p-tshiùnn-thuân,10,jî-tông-ha̍p-chhiùⁿ-thoân,ji5tong5hap8tshiunn3thuan5,ji5tong5hap8chhiunn3thoan5,jitonghaptshiunnthuan,jitonghapchhiunnthoan,jthtt,jthct
全程馬拉松,tsuân-tîng-ma-lá-sóng,10,choân-têng-ma-lá-sóng,tsuan5ting5ma1la2song2,choan5teng5ma1la2song2,tsuantingmalasong,choantengmalasong,ttmls,ctmls
全穀根莖類,tsuân-kok-kin-king-luī,10,choân-kok-kin-keng-lūi,tsuan5kok4kin1king1lui7,choan5kok4kin1keng1lui7,tsuankokkinkinglui,choankokkinkenglui,tkkkl,ckkkl
全等三角形,tsuân-tíng-sann-kak-hîng,10,choân-téng-saⁿ-kak-hêng,tsuan5ting2sann1kak4hing5,choan5teng2sann1kak4heng5,tsuantingsannkakhing,choantengsannkakheng,ttskh,ctskh
全等多邊形,tsuân-tíng-to-pinn-hîng,10,choân-téng-to-piⁿ-hêng,tsuan5ting2to1pinn1hing5,choan5teng2to1pinn1heng5,tsuantingtopinnhing,choantengtopinnheng,tttph,cttph
兩位純小數,nn̄g-uī-sûn-sió-sòo,10,nn̄g-ūi-sûn-sió-sò͘,nng7ui7sun5sio2soo3,nng7ui7sun5sio2soo3,nnguisunsiosoo,nnguisunsiosoo,nusss,nusss
八分休止符,peh-hun-hiu-tsí-hû,10,peh-hun-hiu-chí-hû,peh4hun1hiu1tsi2hu5,peh4hun1hiu1chi2hu5,pehhunhiutsihu,pehhunhiuchihu,phhth,phhch
六十進位法,la̍k-tsa̍p-tsìn-uī-huat,10,la̍k-cha̍p-chìn-ūi-hoat,lak8tsap8tsin3ui7huat4,lak8chap8chin3ui7hoat4,laktsaptsinuihuat,lakchapchinuihoat,lttuh,lccuh
六大類食物,la̍k-tuā-luī-si̍t-bu̍t,10,la̍k-tōa-lūi-si̍t-bu̍t,lak8tua7lui7sit8but8,lak8toa7lui7sit8but8,laktualuisitbut,laktoaluisitbut,ltlsb,ltlsb
共同質因數,kiōng-tông-tsit-in-sòo,10,kiōng-tông-chit-in-sò͘,kiong7tong5tsit4in1soo3,kiong7tong5chit4in1soo3,kiongtongtsitinsoo,kiongtongchitinsoo,kttis,ktcis
冬季六邊形,tang-kuì-la̍k-pinn-hîng,10,tang-kùi-la̍k-piⁿ-hêng,tang1kui3lak8pinn1hing5,tang1kui3lak8pinn1heng5,tangkuilakpinnhing,tangkuilakpinnheng,tklph,tklph
冬季大三角,tang-kuì-tuā-sann-kak,10,tang-kùi-tōa-saⁿ-kak,tang1kui3tua7sann1kak4,tang1kui3toa7sann1kak4,tangkuituasannkak,tangkuitoasannkak,tktsk,tktsk
切換使用者,tshiat-uānn-sú-iōng-tsiá,10,chhiat-ōaⁿ-sú-iōng-chiá,tshiat4uann7su2iong7tsia2,chhiat4oann7su2iong7chia2,tshiatuannsuiongtsia,chhiatoannsuiongchia,tusit,cosic
副熱帶氣候,hù-jia̍t-tài-khì-hāu,10,hù-jia̍t-tài-khì-hāu,hu3jiat8tai3khi3hau7,hu3jiat8tai3khi3hau7,hujiattaikhihau,hujiattaikhihau,hjtkh,hjtkh
加工出口區,ka-kang-tshut-kháu-khu,10,ka-kang-chhut-kháu-khu,ka1kang1tshut4khau2khu1,ka1kang1chhut4khau2khu1,kakangtshutkhaukhu,kakangchhutkhaukhu,kktkk,kkckk
勞動基準法,lô-tōng-ki-tsún-huat,10,lô-tōng-ki-chún-hoat,lo5tong7ki1tsun2huat4,lo5tong7ki1chun2hoat4,lotongkitsunhuat,lotongkichunhoat,ltkth,ltkch
十三行文化,tsa̍p-sann-hâng-bûn-huà,10,cha̍p-saⁿ-hâng-bûn-hòa,tsap8sann1hang5bun5hua3,chap8sann1hang5bun5hoa3,tsapsannhangbunhua,chapsannhangbunhoa,tshbh,cshbh
十三行遺址,tsa̍p-sann-hâng-uî-tsí,10,cha̍p-saⁿ-hâng-ûi-chí,tsap8sann1hang5ui5tsi2,chap8sann1hang5ui5chi2,tsapsannhanguitsi,chapsannhanguichi,tshut,cshuc
十二段變奏,tsa̍p-jī-tuānn-piàn-tsàu,10,cha̍p-jī-tōaⁿ-piàn-chàu,tsap8ji7tuann7pian3tsau3,chap8ji7toann7pian3chau3,tsapjituannpiantsau,chapjitoannpianchau,tjtpt,cjtpc
十六分音符,tsa̍p-la̍k-hun-im-hû,10,cha̍p-la̍k-hun-im-hû,tsap8lak8hun1im1hu5,chap8lak8hun1im1hu5,tsaplakhunimhu,chaplakhunimhu,tlhih,clhih
十字交乘法,si̍p-jī-kau-sîng-huat,10,si̍p-jī-kau-sêng-hoat,sip8ji7kau1sing5huat4,sip8ji7kau1seng5hoat4,sipjikausinghuat,sipjikausenghoat,sjksh,sjksh
半包圍結構,puànn-pau-uî-kiat-kòo,10,pòaⁿ-pau-ûi-kiat-kò͘,puann3pau1ui5kiat4koo3,poann3pau1ui5kiat4koo3,puannpauuikiatkoo,poannpauuikiatkoo,ppukk,ppukk
原住民文化,guân-tsū-bîn-bûn-huà,10,goân-chū-bîn-bûn-hòa,guan5tsu7bin5bun5hua3,goan5chu7bin5bun5hoa3,guantsubinbunhua,goanchubinbunhoa,gtbbh,gcbbh
可再生資源,khó-tsài-sing-tsu-guân,10,khó-chài-seng-chu-goân,kho2tsai3sing1tsu1guan5,kho2chai3seng1chu1goan5,khotsaisingtsuguan,khochaisengchugoan,ktstg,kcscg
合併段意法,ha̍p-pìng-tuānn-ì-huat,10,ha̍p-pèng-tōaⁿ-ì-hoat,hap8ping3tuann7i3huat4,hap8peng3toann7i3hoat4,happingtuannihuat,happengtoannihoat,hptih,hptih
向倒爿掠齊,hiòng-tò-pîng-lia̍h-tsê,10,hiòng-tò-pêng-lia̍h-chê,hiong3to3ping5liah8tse5,hiong3to3peng5liah8che5,hiongtopingliahtse,hiongtopengliahche,htplt,htplc
向正爿掠齊,hiòng-tsiànn-pîng-lia̍h-tsê,10,hiòng-chiàⁿ-pêng-lia̍h-chê,hiong3tsiann3ping5liah8tse5,hiong3chiann3peng5liah8che5,hiongtsiannpingliahtse,hiongchiannpengliahche,htplt,hcplc
和平紀念日,hô-pîng-kì-liām-ji̍t,10,hô-pêng-kì-liām-ji̍t,ho5ping5ki3liam7jit8,ho5peng5ki3liam7jit8,hopingkiliamjit,hopengkiliamjit,hpklj,hpklj
唐山過臺灣,tn̂g-suann-kuè-tâi-uân,10,tn̂g-soaⁿ-kòe-tâi-oân,tng5suann1kue3tai5uan5,tng5soann1koe3tai5oan5,tngsuannkuetaiuan,tngsoannkoetaioan,tsktu,tskto
噍吧哖事件,ta-pa-nî-sū-kiānn,10,ta-pa-nî-sū-kiāⁿ,ta1pa1ni5su7kiann7,ta1pa1ni5su7kiann7,tapanisukiann,tapanisukiann,tpnsk,tpnsk
四分休止符,sì-hun-hiu-tsí-hû,10,sì-hun-hiu-chí-hû,si3hun1hiu1tsi2hu5,si3hun1hiu1chi2hu5,sihunhiutsihu,sihunhiuchihu,shhth,shhch
四大古文明,sì-tuā-kóo-bûn-bîng,10,sì-tōa-kó͘-bûn-bêng,si3tua7koo2bun5bing5,si3toa7koo2bun5beng5,situakoobunbing,sitoakoobunbeng,stkbb,stkbb
四拍指揮法,sù-phik-tsí-hui-huat,10,sù-phek-chí-hui-hoat,su3phik4tsi2hui1huat4,su3phek4chi2hui1hoat4,suphiktsihuihuat,suphekchihuihoat,spthh,spchh
四捨五入法,sì-siá-gōo-ji̍p-huat,10,sì-siá-gō͘-ji̍p-hoat,si3sia2goo7jip8huat4,si3sia2goo7jip8hoat4,sisiagoojiphuat,sisiagoojiphoat,ssgjh,ssgjh
四格尪仔圖,sì-keh-ang-á-tôo,10,sì-keh-ang-á-tô͘,si3keh4ang1a2too5,si3keh4ang1a2too5,sikehangatoo,sikehangatoo,skaat,skaat
國家音樂廳,kok-ka-im-ga̍k-thiann,10,kok-ka-im-ga̍k-thiaⁿ,kok4ka1im1gak8thiann1,kok4ka1im1gak8thiann1,kokkaimgakthiann,kokkaimgakthiann,kkigt,kkigt
國語傳習所,kok-gí-thuân-si̍p-sóo,10,kok-gí-thoân-si̍p-só͘,kok4gi2thuan5sip8soo2,kok4gi2thoan5sip8soo2,kokgithuansipsoo,kokgithoansipsoo,kgtss,kgtss
國際競爭力,kok-tsè-kīng-tsing-li̍k,10,kok-chè-kēng-cheng-le̍k,kok4tse3king7tsing1lik8,kok4che3keng7cheng1lek8,koktsekingtsinglik,kokchekengchenglek,ktktl,kckcl
國際管樂節,kok-tsè-kuán-ga̍k-tseh,10,kok-chè-koán-ga̍k-cheh,kok4tse3kuan2gak8tseh4,kok4che3koan2gak8cheh4,koktsekuangaktseh,kokchekoangakcheh,ktkgt,kckgc
圓山仔文化,înn-suann-á-bûn-huà,10,îⁿ-soaⁿ-á-bûn-hòa,inn5suann1a2bun5hua3,inn5soann1a2bun5hoa3,innsuannabunhua,innsoannabunhoa,isabh,isabh
圓山仔遺址,înn-suann-á-uî-tsí,10,îⁿ-soaⁿ-á-ûi-chí,inn5suann1a2ui5tsi2,inn5soann1a2ui5chi2,innsuannauitsi,innsoannauichi,isaut,isauc
圓形百分圖,înn-hîng-pah-hun-tôo,10,îⁿ-hêng-pah-hun-tô͘,inn5hing5pah4hun1too5,inn5heng5pah4hun1too5,innhingpahhuntoo,innhengpahhuntoo,ihpht,ihpht
圓扇形面積,înn-sìnn-hîng-bīn-tsik,10,îⁿ-sìⁿ-hêng-bīn-chek,inn5sinn3hing5bin7tsik4,inn5sinn3heng5bin7chek4,innsinnhingbintsik,innsinnhengbinchek,ishbt,ishbc
地面天氣圖,tē-bīn-thinn-khì-tôo,10,tē-bīn-thiⁿ-khì-tô͘,te7bin7thinn1khi3too5,te7bin7thinn1khi3too5,tebinthinnkhitoo,tebinthinnkhitoo,tbtkt,tbtkt
埃及太陽曆,ai-ki̍p-thài-iông-li̍k,10,ai-ki̍p-thài-iông-le̍k,ai1kip8thai3iong5lik8,ai1kip8thai3iong5lek8,aikipthaiionglik,aikipthaiionglek,aktil,aktil
夏季大三角,hā-kuì-tuā-sann-kak,10,hā-kùi-tōa-saⁿ-kak,ha7kui3tua7sann1kak4,ha7kui3toa7sann1kak4,hakuituasannkak,hakuitoasannkak,hktsk,hktsk
大坌坑文化,tuā-pùn-khenn-bûn-huà,10,tōa-pùn-kheⁿ-bûn-hòa,tua7pun3khenn1bun5hua3,toa7pun3khenn1bun5hoa3,tuapunkhennbunhua,toapunkhennbunhoa,tpkbh,tpkbh
大王椰子樹,tāi-ông-iâ-tsí-tshiū,10,tāi-ông-iâ-chí-chhiū,tai7ong5ia5tsi2tshiu7,tai7ong5ia5chi2chhiu7,taiongiatsitshiu,taiongiachichhiu,toitt,toicc
大航海時代,tuā-hâng-hái-sî-tāi,10,tōa-hâng-hái-sî-tāi,tua7hang5hai2si5tai7,toa7hang5hai2si5tai7,tuahanghaisitai,toahanghaisitai,thhst,thhst
大陸冷氣團,tāi-lio̍k-líng-khì-thuân,10,tāi-lio̍k-léng-khì-thoân,tai7liok8ling2khi3thuan5,tai7liok8leng2khi3thoan5,tailioklingkhithuan,tailioklengkhithoan,tllkt,tllkt
太平洋地區,thài-pîng-iûnn-tē-khu,10,thài-pêng-iûⁿ-tē-khu,thai3ping5iunn5te7khu1,thai3peng5iunn5te7khu1,thaipingiunntekhu,thaipengiunntekhu,tpitk,tpitk
太平洋板塊,thài-pîng-iûnn-pán-khuài,10,thài-pêng-iûⁿ-pán-khoài,thai3ping5iunn5pan2khuai3,thai3peng5iunn5pan2khoai3,thaipingiunnpankhuai,thaipengiunnpankhoai,tpipk,tpipk
太陽能發電,thài-iông-lîng-huat-tiān,10,thài-iông-lêng-hoat-tiān,thai3iong5ling5huat4tian7,thai3iong5leng5hoat4tian7,thaiionglinghuattian,thaiionglenghoattian,tilht,tilht
太陽能電枋,thài-iông-lîng-tiān-pang,10,thài-iông-lêng-tiān-pang,thai3iong5ling5tian7pang1,thai3iong5leng5tian7pang1,thaiionglingtianpang,thaiionglengtianpang,tiltp,tiltp
室內管樂團,sik-lāi-kuán-ga̍k-thuân,10,sek-lāi-koán-ga̍k-thoân,sik4lai7kuan2gak8thuan5,sek4lai7koan2gak8thoan5,siklaikuangakthuan,seklaikoangakthoan,slkgt,slkgt
家扶基金會,ka-hû-ki-kim-huē,10,ka-hû-ki-kim-hōe,ka1hu5ki1kim1hue7,ka1hu5ki1kim1hoe7,kahukikimhue,kahukikimhoe,khkkh,khkkh
對稱中心線,tuì-tshìng-tiong-sim-suànn,10,tùi-chhèng-tiong-sim-sòaⁿ,tui3tshing3tiong1sim1suann3,tui3chheng3tiong1sim1soann3,tuitshingtiongsimsuann,tuichhengtiongsimsoann,tttss,tctss
尖角三角形,tsiam-kak-sann-kak-hîng,10,chiam-kak-saⁿ-kak-hêng,tsiam1kak4sann1kak4hing5,chiam1kak4sann1kak4heng5,tsiamkaksannkakhing,chiamkaksannkakheng,tkskh,ckskh
工商業社會,kang-siong-gia̍p-siā-huē,10,kang-siong-gia̍p-siā-hōe,kang1siong1giap8sia7hue7,kang1siong1giap8sia7hoe7,kangsionggiapsiahue,kangsionggiapsiahoe,ksgsh,ksgsh
巴洛克音樂,pa-lo̍k-khik-im-ga̍k,10,pa-lo̍k-khek-im-ga̍k,pa1lok8khik4im1gak8,pa1lok8khek4im1gak8,palokkhikimgak,palokkhekimgak,plkig,plkig
市民代表會,tshī-bîn-tāi-piáu-huē,10,chhī-bîn-tāi-piáu-hōe,tshi7bin5tai7piau2hue7,chhi7bin5tai7piau2hoe7,tshibintaipiauhue,chhibintaipiauhoe,tbtph,cbtph
布袋戲尪仔,pòo-tē-hì-ang-á,10,pò͘-tē-hì-ang-á,poo3te7hi3ang1a2,poo3te7hi3ang1a2,pootehianga,pootehianga,pthaa,pthaa
干欄式房屋,kan-nuâ-sik-pâng-ok,10,kan-nôa-sek-pâng-ok,kan1nua5sik4pang5ok4,kan1noa5sek4pang5ok4,kannuasikpangok,kannoasekpangok,knspo,knspo
平臺式鋼琴,pênn-tâi-sik-kǹg-khîm,10,pêⁿ-tâi-sek-kǹg-khîm,penn5tai5sik4kng3khim5,penn5tai5sek4kng3khim5,penntaisikkngkhim,penntaisekkngkhim,ptskk,ptskk
平行四邊形,pîng-hîng-sì-pinn-hîng,10,pêng-hêng-sì-piⁿ-hêng,ping5hing5si3pinn1hing5,peng5heng5si3pinn1heng5,pinghingsipinnhing,penghengsipinnheng,phsph,phsph
弦樂四重奏,hiân-ga̍k-sù-tîng-tsàu,10,hiân-ga̍k-sù-têng-chàu,hian5gak8su3ting5tsau3,hian5gak8su3teng5chau3,hiangaksutingtsau,hiangaksutengchau,hgstt,hgstc
強力電磁鐵,kiông-li̍k-tiān-tsû-thih,10,kiông-le̍k-tiān-chû-thih,kiong5lik8tian7tsu5thih4,kiong5lek8tian7chu5thih4,kiongliktiantsuthih,kionglektianchuthih,klttt,kltct
心血管疾病,sim-hueh-kńg-tsi̍t-pēnn,10,sim-hoeh-kńg-chi̍t-pēⁿ,sim1hueh4kng2tsit8penn7,sim1hoeh4kng2chit8penn7,simhuehkngtsitpenn,simhoehkngchitpenn,shktp,shkcp
心血管病變,sim-hueh-kńg-pēnn-piàn,10,sim-hoeh-kńg-pēⁿ-piàn,sim1hueh4kng2penn7pian3,sim1hoeh4kng2penn7pian3,simhuehkngpennpian,simhoehkngpennpian,shkpp,shkpp
戶政事務所,hōo-tsìng-sū-bū-sóo,10,hō͘-chèng-sū-bū-só͘,hoo7tsing3su7bu7soo2,hoo7cheng3su7bu7soo2,hootsingsubusoo,hoochengsubusoo,htsbs,hcsbs
指示符號,tsí-sī--hû-hō,10,chí-sī--hû-hō,tsi2si7hu5ho7,chi2si7hu5ho7,tsisihuho,chisihuho,tshh,cshh
挺水性植物,thíng-tsuí-sìng-si̍t-bu̍t,10,théng-chúi-sèng-si̍t-bu̍t,thing2tsui2sing3sit8but8,theng2chui2seng3sit8but8,thingtsuisingsitbut,thengchuisengsitbut,ttssb,tcssb
文史工作室,bûn-sú-kang-tsok-sik,10,bûn-sú-kang-chok-sek,bun5su2kang1tsok4sik4,bun5su2kang1chok4sek4,bunsukangtsoksik,bunsukangchoksek,bskts,bskcs
新石器文化,sin-tsio̍h-khì-bûn-huà,10,sin-chio̍h-khì-bûn-hòa,sin1tsioh8khi3bun5hua3,sin1chioh8khi3bun5hoa3,sintsiohkhibunhua,sinchiohkhibunhoa,stkbh,sckbh
新石器時代,sin-tsio̍h-khì-sî-tāi,10,sin-chio̍h-khì-sî-tāi,sin1tsioh8khi3si5tai7,sin1chioh8khi3si5tai7,sintsiohkhisitai,sinchiohkhisitai,stkst,sckst
新石器時期,sin-tsio̍h-khì-sî-kî,10,sin-chio̍h-khì-sî-kî,sin1tsioh8khi3si5ki5,sin1chioh8khi3si5ki5,sintsiohkhisiki,sinchiohkhisiki,stksk,scksk
日頭懸度角,ji̍t-thâu-kuân-tōo-kak,10,ji̍t-thâu-koân-tō͘-kak,jit8thau5kuan5too7kak4,jit8thau5koan5too7kak4,jitthaukuantookak,jitthaukoantookak,jtktk,jtktk
日頭觀測器,ji̍t-thâu-kuan-tshik-khì,10,ji̍t-thâu-koan-chhek-khì,jit8thau5kuan1tshik4khi3,jit8thau5koan1chhek4khi3,jitthaukuantshikkhi,jitthaukoanchhekkhi,jtktk,jtkck
春季大三角,tshun-kuì-tuā-sann-kak,10,chhun-kùi-tōa-saⁿ-kak,tshun1kui3tua7sann1kak4,chhun1kui3toa7sann1kak4,tshunkuituasannkak,chhunkuitoasannkak,tktsk,cktsk
最簡整數比,tsuè-kán-tsíng-sòo-pí,10,chòe-kán-chéng-sò͘-pí,tsue3kan2tsing2soo3pi2,choe3kan2cheng2soo3pi2,tsuekantsingsoopi,choekanchengsoopi,tktsp,ckcsp
月相的變化,gue̍h-siòng-ê-piàn-huà,10,goe̍h-siòng-ê-piàn-hòa,gueh8siong3e5pian3hua3,goeh8siong3e5pian3hoa3,guehsiongepianhua,goehsiongepianhoa,gseph,gseph
有機農產品,iú-ki-lông-sán-phín,10,iú-ki-lông-sán-phín,iu2ki1long5san2phin2,iu2ki1long5san2phin2,iukilongsanphin,iukilongsanphin,iklsp,iklsp
朱一貴事件,tsu-it-kuì-sū-kiānn,10,chu-it-kùi-sū-kiāⁿ,tsu1it4kui3su7kiann7,chu1it4kui3su7kiann7,tsuitkuisukiann,chuitkuisukiann,tiksk,ciksk
林爽文事件,lîm-sóng-bûn-sū-kiānn,10,lîm-sóng-bûn-sū-kiāⁿ,lim5song2bun5su7kiann7,lim5song2bun5su7kiann7,limsongbunsukiann,limsongbunsukiann,lsbsk,lsbsk
梯形四角柱,thui-hîng-sì-kak-thiāu,10,thui-hêng-sì-kak-thiāu,thui1hing5si3kak4thiau7,thui1heng5si3kak4thiau7,thuihingsikakthiau,thuihengsikakthiau,thskt,thskt
