tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,itaigi,is_variant
tsháu-kue-á,草雞仔,16,chháu-koe-á,tshau2kue1a2,chhau2koe1a2,ㄘㄠˋㄍㄨㆤㄚˋ,tshaukuea,chhaukoea,ㄘㄠㄍㄨㆤㄚ,tka,cka,ㄘㄍㄚ,True,False
tsháu-ê-thâng,草鞋蟲,16,chháu-ê-thâng,tshau2e5thang5,chhau2e5thang5,ㄘㄠˋㆤˊㄊㄤˊ,tshauethang,chhauethang,ㄘㄠㆤㄊㄤ,tet,cet,ㄘㆤㄊ,True,False
lāi-tsi-kak,荔枝角,16,lāi-chi-kak,lai7tsi1kak4,lai7chi1kak4,ㄌㄞ˫ㄐㄧㄍㄚㆻ,laitsikak,laichikak,ㄌㄞㄐㄧㄍㄚㆻ,ltk,lck,ㄌㄐㄍ,True,False
nāi-tsi-kak,荔枝角,16,nāi-chi-kak,nai7tsi1kak4,nai7chi1kak4,ㄋㄞ˫ㄐㄧㄍㄚㆻ,naitsikak,naichikak,ㄋㄞㄐㄧㄍㄚㆻ,ntk,nck,ㄋㄐㄍ,True,False
nǎi-tsi-kak,荔枝角,16,nǎi-chi-kak,nai6tsi1kak4,nai6chi1kak4,ㄋㄞˇㄐㄧㄍㄚㆻ,naitsikak,naichikak,ㄋㄞㄐㄧㄍㄚㆻ,ntk,nck,ㄋㄐㄍ,True,False
nāi-kìng-kì,荔鏡記,16,nāi-kèng-kì,nai7king3ki3,nai7keng3ki3,ㄋㄞ˫ㄍㄧㄥ˪ㄍㄧ˪,naikingki,naikengki,ㄋㄞㄍㄧㄥㄍㄧ,nkk,nkk,ㄋㄍㄍ,True,False
ho͘-lú-bóng,荷爾蒙,16,ho͘-lú-bóng,ho͘1lu2bong2,hoo1lu2bong2,,ho͘lubong,hoolubong,,hlb,hlb,,True,False
hô-ní-bông,荷爾蒙,16,hô-ní-bông,ho5ni2bong5,ho5ni2bong5,ㄏㄛˊㄋㄧˋㆠㆲˊ,honibong,honibong,ㄏㄛㄋㄧㆠㆲ,hnb,hnb,ㄏㄋㆠ,True,False
hô-lân-tsuí,荷蘭水,16,hô-lân-chúi,ho5lan5tsui2,ho5lan5chui2,ㄏㄛˊㄌㄢˊㄗㄨㄧˋ,holantsui,holanchui,ㄏㄛㄌㄢㄗㄨㄧ,hlt,hlc,ㄏㄌㄗ,True,False
huê-liân-tāu,荷蘭豆,16,hôe-liân-tāu,hue5lian5tau7,hoe5lian5tau7,ㄏㄨㆤˊㄌㄧㄢˊㄉㄠ˫,hueliantau,hoeliantau,ㄏㄨㆤㄌㄧㄢㄉㄠ,hlt,hlt,ㄏㄌㄉ,True,False
hô-lân-tāu,荷蘭豆,16,hô-lân-tāu,ho5lan5tau7,ho5lan5tau7,ㄏㄛˊㄌㄢˊㄉㄠ˫,holantau,holantau,ㄏㄛㄌㄢㄉㄠ,hlt,hlt,ㄏㄌㄉ,True,False
hô-lân-ti,荷蘭豬,16,hô-lân-ti,ho5lan5ti1,ho5lan5ti1,ㄏㄛˊㄌㄢˊㄉㄧ,holanti,holanti,ㄏㄛㄌㄢㄉㄧ,hlt,hlt,ㄏㄌㄉ,True,False
hô-lí-u̍t,荷里聿,16,hô-lí-u̍t,ho5li2ut8,ho5li2ut8,ㄏㄛˊㄌㄧˋㄨㆵ̇,holiut,holiut,ㄏㄛㄌㄧㄨㆵ,hlu,hlu,ㄏㄌㄨ,True,False
kí-kong-hō,莒光號,16,kí-kong-hō,ki2kong1ho7,ki2kong1ho7,ㄍㄧˋㄍㆲㄏㄛ˫,kikongho,kikongho,ㄍㄧㄍㆲㄏㄛ,kkh,kkh,ㄍㄍㄏ,True,False
mài-luān-háu,莫亂吼,16,mài-loān-háu,mai3luan7hau2,mai3loan7hau2,ㄇㄞ˪ㄌㄨㄢ˫ㄏㄠˋ,mailuanhau,mailoanhau,ㄇㄞㄌㄨㄢㄏㄠ,mlh,mlh,ㄇㄌㄏ,True,False
mài-ké-gâu,莫假𠢕,16,mài-ké-gâu,mai3ke2gau5,mai3ke2gau5,ㄇㄞ˪ㄍㆤˋㆣㄠˊ,maikegau,maikegau,ㄇㄞㄍㆤㆣㄠ,mkg,mkg,ㄇㄍㆣ,True,False
mài-siū-khì,莫受氣,16,mài-siū-khì,mai3siu7khi3,mai3siu7khi3,ㄇㄞ˪ㄒㄧㄨ˫ㄎㄧ˪,maisiukhi,maisiukhi,ㄇㄞㄒㄧㄨㄎㄧ,msk,msk,ㄇㄒㄎ,True,False
mài-lo-so,莫囉嗦,16,mài-lo-so,mai3lo1so1,mai3lo1so1,ㄇㄞ˪ㄌㄛㄙㄛ,mailoso,mailoso,ㄇㄞㄌㄛㄙㄛ,mls,mls,ㄇㄌㄙ,True,False
mài-jiá-guá,莫惹我,16,mài-jiá-góa,mai3jia2gua2,mai3jia2goa2,ㄇㄞ˪ㆢㄧㄚˋㆣㄨㄚˋ,maijiagua,maijiagoa,ㄇㄞㆢㄧㄚㆣㄨㄚ,mjg,mjg,ㄇㆢㆣ,True,False
mài-tín-tāng,莫振動,16,mài-tín-tāng,mai3tin2tang7,mai3tin2tang7,ㄇㄞ˪ㄉㄧㄣˋㄉㄤ˫,maitintang,maitintang,ㄇㄞㄉㄧㄣㄉㄤ,mtt,mtt,ㄇㄉㄉ,True,False
mài-tang-lâu,莫東樓,16,mài-tang-lâu,mai3tang1lau5,mai3tang1lau5,ㄇㄞ˪ㄉㄤㄌㄠˊ,maitanglau,maitanglau,ㄇㄞㄉㄤㄌㄠ,mtl,mtl,ㄇㄉㄌ,True,False
bo̍h-lí-tǹg,莫理頓,16,bo̍h-lí-tǹg,boh8li2tng3,boh8li2tng3,ㆠㄛㆷ̇ㄌㄧˋㄉㆭ˪,bohlitng,bohlitng,ㆠㄛㆷㄌㄧㄉㆭ,blt,blt,ㆠㄌㄉ,True,False
mài-koh-mn̄g,莫閣問,16,mài-koh-mn̄g,mai3koh4mng7,mai3koh4mng7,ㄇㄞ˪ㄍㄛㆷㄇㆭ˫,maikohmng,maikohmng,ㄇㄞㄍㄛㆷㄇㆭ,mkm,mkm,ㄇㄍㄇ,True,False
mài-koh-kóng,莫閣講,16,mài-koh-kóng,mai3koh4kong2,mai3koh4kong2,ㄇㄞ˪ㄍㄛㆷㄍㆲˋ,maikohkong,maikohkong,ㄇㄞㄍㄛㆷㄍㆲ,mkk,mkk,ㄇㄍㄍ,True,False
tshì-tông-hāng,莿桐巷,16,chhì-tông-hāng,tshi3tong5hang7,chhi3tong5hang7,ㄑㄧ˪ㄉㆲˊㄏㄤ˫,tshitonghang,chhitonghang,ㄑㄧㄉㆲㄏㄤ,tth,cth,ㄑㄉㄏ,True,False
tshenn-tông-khenn,菁桐坑,16,chheⁿ-tông-kheⁿ,tshenn1tong5khenn1,chhenn1tong5khenn1,ㄘㆥㄉㆲˊㄎㆥ,tshenntongkhenn,chhenntongkhenn,ㄘㆥㄉㆲㄎㆥ,ttk,ctk,ㄘㄉㄎ,True,False
tshinn-tông-khinn,菁桐坑,16,chhiⁿ-tông-khiⁿ,tshinn1tong5khinn1,chhinn1tong5khinn1,ㄑㆪㄉㆲˊㄎㆪ,tshinntongkhinn,chhinntongkhinn,ㄑㆪㄉㆲㄎㆪ,ttk,ctk,ㄑㄉㄎ,True,False
koo-iû-ko,菇油膏,16,ko͘-iû-ko,koo1iu5ko1,koo1iu5ko1,ㄍㆦㄧㄨˊㄍㄛ,kooiuko,kooiuko,ㄍㆦㄧㄨㄍㄛ,kik,kik,ㄍㄧㄍ,True,False
tshài-huînn-á,菜園仔,16,chhài-hûiⁿ-á,tshai3huinn5a2,chhai3huinn5a2,ㄘㄞ˪ㄏㄨㆪˊㄚˋ,tshaihuinna,chhaihuinna,ㄘㄞㄏㄨㆪㄚ,tha,cha,ㄘㄏㄚ,True,False
tshài-tiàm-piu,菜店彪,16,chhài-tiàm-piu,tshai3tiam3piu1,chhai3tiam3piu1,ㄘㄞ˪ㄉㄧㆰ˪ㄅㄧㄨ,tshaitiampiu,chhaitiampiu,ㄘㄞㄉㄧㆰㄅㄧㄨ,ttp,ctp,ㄘㄉㄅ,True,False
tshài-keh-á,菜格仔,16,chhài-keh-á,tshai3keh4a2,chhai3keh4a2,ㄘㄞ˪ㄍㆤㆷㄚˋ,tshaikeha,chhaikeha,ㄘㄞㄍㆤㆷㄚ,tka,cka,ㄘㄍㄚ,True,False
tshài-kue-tîn,菜瓜藤,16,chhài-koe-tîn,tshai3kue1tin5,chhai3koe1tin5,ㄘㄞ˪ㄍㄨㆤㄉㄧㄣˊ,tshaikuetin,chhaikoetin,ㄘㄞㄍㄨㆤㄉㄧㄣ,tkt,ckt,ㄘㄍㄉ,True,False
tshài-póo-nn̄g,菜脯卵,16,chhài-pó͘-nn̄g,tshai3poo2nng7,chhai3poo2nng7,ㄘㄞ˪ㄅㆦˋㄋㆭ˫,tshaipoonng,chhaipoonng,ㄘㄞㄅㆦㄋㆭ,tpn,cpn,ㄘㄅㄋ,True,False
tshài-póo-kut,菜脯骨,16,chhài-pó͘-kut,tshai3poo2kut4,chhai3poo2kut4,ㄘㄞ˪ㄅㆦˋㄍㄨㆵ,tshaipookut,chhaipookut,ㄘㄞㄅㆦㄍㄨㆵ,tpk,cpk,ㄘㄅㄍ,True,False
tshài-huàn-á,菜販仔,16,chhài-hoàn-á,tshai3huan3a2,chhai3hoan3a2,ㄘㄞ˪ㄏㄨㄢ˪ㄚˋ,tshaihuana,chhaihoana,ㄘㄞㄏㄨㄢㄚ,tha,cha,ㄘㄏㄚ,True,False
tshài-thâu-lóo,菜頭滷,16,chhài-thâu-ló͘,tshai3thau5loo2,chhai3thau5loo2,ㄘㄞ˪ㄊㄠˊㄌㆦˋ,tshaithauloo,chhaithauloo,ㄘㄞㄊㄠㄌㆦ,ttl,ctl,ㄘㄊㄌ,True,False
tshài-thâu-hio̍h,菜頭葉,16,chhài-thâu-hio̍h,tshai3thau5hioh8,chhai3thau5hioh8,ㄘㄞ˪ㄊㄠˊㄏㄧㄛㆷ̇,tshaithauhioh,chhaithauhioh,ㄘㄞㄊㄠㄏㄧㄛㆷ,tth,cth,ㄘㄊㄏ,True,False
tshài-thâu-tsang,菜頭鬃,16,chhài-thâu-chang,tshai3thau5tsang1,chhai3thau5chang1,ㄘㄞ˪ㄊㄠˊㄗㄤ,tshaithautsang,chhaithauchang,ㄘㄞㄊㄠㄗㄤ,ttt,ctc,ㄘㄊㄗ,True,True
tshài-tsiáu-á,菜鳥仔,16,chhài-chiáu-á,tshai3tsiau2a2,chhai3chiau2a2,ㄘㄞ˪ㄐㄧㄠˋㄚˋ,tshaitsiaua,chhaichiaua,ㄘㄞㄐㄧㄠㄚ,tta,cca,ㄘㄐㄚ,True,False
pa̍t-á-sái,菝仔屎,16,pa̍t-á-sái,pat8a2sai2,pat8a2sai2,ㄅㄚㆵ̇ㄚˋㄙㄞˋ,patasai,patasai,ㄅㄚㆵㄚㄙㄞ,pas,pas,ㄅㄚㄙ,True,False
pa̍t-á-nâ,菝仔林,16,pa̍t-á-nâ,pat8a2na5,pat8a2na5,ㄅㄚㆵ̇ㄚˋㄋㄚˊ,patana,patana,ㄅㄚㆵㄚㄋㄚ,pan,pan,ㄅㄚㄋ,True,False
pa̍t-á-tsiap,菝仔汁,16,pa̍t-á-chiap,pat8a2tsiap4,pat8a2chiap4,ㄅㄚㆵ̇ㄚˋㄐㄧㄚㆴ,patatsiap,patachiap,ㄅㄚㆵㄚㄐㄧㄚㆴ,pat,pac,ㄅㄚㄐ,True,False
pua̍t-á-tsiap,菝仔汁,16,poa̍t-á-chiap,puat8a2tsiap4,poat8a2chiap4,ㄅㄨㄚㆵ̇ㄚˋㄐㄧㄚㆴ,puatatsiap,poatachiap,ㄅㄨㄚㆵㄚㄐㄧㄚㆴ,pat,pac,ㄅㄚㄐ,True,False
pue-lîng-á,菠薐仔,16,poe-lêng-á,pue1ling5a2,poe1leng5a2,ㄅㄨㆤㄌㄧㄥˊㄚˋ,puelinga,poelenga,ㄅㄨㆤㄌㄧㄥㄚ,pla,pla,ㄅㄌㄚ,True,False
pue-lîng-tshài,菠薐菜,16,poe-lêng-chhài,pue1ling5tshai3,poe1leng5chhai3,ㄅㄨㆤㄌㄧㄥˊㄘㄞ˪,puelingtshai,poelengchhai,ㄅㄨㆤㄌㄧㄥㄘㄞ,plt,plc,ㄅㄌㄘ,True,False
lîng-kak-tshuì,菱角喙,16,lêng-kak-chhùi,ling5kak4tshui3,leng5kak4chhui3,ㄌㄧㄥˊㄍㄚㆻㄘㄨㄧ˪,lingkaktshui,lengkakchhui,ㄌㄧㄥㄍㄚㆻㄘㄨㄧ,lkt,lkc,ㄌㄍㄘ,True,False
lîng-kak-liông,菱角龍,16,lêng-kak-liông,ling5kak4liong5,leng5kak4liong5,ㄌㄧㄥˊㄍㄚㆻㄌㄧㆲˊ,lingkakliong,lengkakliong,ㄌㄧㄥㄍㄚㆻㄌㄧㆲ,lkl,lkl,ㄌㄍㄌ,True,False
bān-liân-khe,萬年溪,16,bān-liân-khe,ban7lian5khe1,ban7lian5khe1,ㆠㄢ˫ㄌㄧㄢˊㄎㆤ,banliankhe,banliankhe,ㆠㄢㄌㄧㄢㄎㆤ,blk,blk,ㆠㄌㄎ,True,False
bān-lí-thiat,萬理徹,16,bān-lí-thiat,ban7li2thiat4,ban7li2thiat4,ㆠㄢ˫ㄌㄧˋㄊㄧㄚㆵ,banlithiat,banlithiat,ㆠㄢㄌㄧㄊㄧㄚㆵ,blt,blt,ㆠㄌㄊ,True,False
bān-sìng-tseh,萬聖節,16,bān-sèng-cheh,ban7sing3tseh4,ban7seng3cheh4,ㆠㄢ˫ㄒㄧㄥ˪ㄗㆤㆷ,bansingtseh,bansengcheh,ㆠㄢㄒㄧㄥㄗㆤㆷ,bst,bsc,ㆠㄒㄗ,True,False
bān-ia̍p-tsi̍p,萬葉集,16,bān-ia̍p-chi̍p,ban7iap8tsip8,ban7iap8chip8,ㆠㄢ˫ㄧㄚㆴ̇ㄐㄧㆴ̇,baniaptsip,baniapchip,ㆠㄢㄧㄚㆴㄐㄧㆴ,bit,bic,ㆠㄧㄐ,True,False
meh-á-tshài,萵仔菜,16,meh-á-chhài,meh4a2tshai3,meh4a2chhai3,ㄇㆤㆷㄚˋㄘㄞ˪,mehatshai,mehachhai,ㄇㆤㆷㄚㄘㄞ,mat,mac,ㄇㄚㄘ,True,False
pián-thiok-tsháu,萹蓄草,16,pián-thiok-chháu,pian2thiok4tshau2,pian2thiok4chhau2,ㄅㄧㄢˋㄊㄧㆦㆻㄘㄠˋ,pianthioktshau,pianthiokchhau,ㄅㄧㄢㄊㄧㆦㆻㄘㄠ,ptt,ptc,ㄅㄊㄘ,True,False
lo̍h-hā-suànn,落下傘,16,lo̍h-hā-sòaⁿ,loh8ha7suann3,loh8ha7soann3,ㄌㄛㆷ̇ㄏㄚ˫ㄙㄨㆩ˪,lohhasuann,lohhasoann,ㄌㄛㆷㄏㄚㄙㄨㆩ,lhs,lhs,ㄌㄏㄙ,True,False
lo̍h-thîng-kè,落停價,16,lo̍h-thêng-kè,loh8thing5ke3,loh8theng5ke3,ㄌㄛㆷ̇ㄊㄧㄥˊㄍㆤ˪,lohthingke,lohthengke,ㄌㄛㆷㄊㄧㄥㄍㆤ,ltk,ltk,ㄌㄊㄍ,True,False
lo̍h-thîng-puânn,落停盤,16,lo̍h-thêng-pôaⁿ,loh8thing5puann5,loh8theng5poann5,ㄌㄛㆷ̇ㄊㄧㄥˊㄅㄨㆩˊ,lohthingpuann,lohthengpoann,ㄌㄛㆷㄊㄧㄥㄅㄨㆩ,ltp,ltp,ㄌㄊㄅ,True,False
loh--tshē,落坐,16,loh--chhē,loh4tshe7,loh4chhe7,ㄌㄛㆷㄘㆤ˫,lohtshe,lohchhe,ㄌㄛㆷㄘㆤ,lt,lc,ㄌㄘ,True,False
lo̍h-tuā-hōo,落大雨,16,lo̍h-tōa-hō͘,loh8tua7hoo7,loh8toa7hoo7,ㄌㄛㆷ̇ㄉㄨㄚ˫ㄏㆦ˫,lohtuahoo,lohtoahoo,ㄌㄛㆷㄉㄨㄚㄏㆦ,lth,lth,ㄌㄉㄏ,True,False
làu-thinn-keh,落天格,16,làu-thiⁿ-keh,lau3thinn1keh4,lau3thinn1keh4,ㄌㄠ˪ㄊㆪㄍㆤㆷ,lauthinnkeh,lauthinnkeh,ㄌㄠㄊㆪㄍㆤㆷ,ltk,ltk,ㄌㄊㄍ,True,False
lo̍h-bué-á,落尾仔,16,lo̍h-bóe-á,loh8bue2a2,loh8boe2a2,ㄌㄛㆷ̇ㆠㄨㆤˋㄚˋ,lohbuea,lohboea,ㄌㄛㆷㆠㄨㆤㄚ,lba,lba,ㄌㆠㄚ,True,False
lo̍h-bué-tshiú,落尾手,16,lo̍h-bóe-chhiú,loh8bue2tshiu2,loh8boe2chhiu2,ㄌㄛㆷ̇ㆠㄨㆤˋㄑㄧㄨˋ,lohbuetshiu,lohboechhiu,ㄌㄛㆷㆠㄨㆤㄑㄧㄨ,lbt,lbc,ㄌㆠㄑ,True,False
làu-sái-thòo,落屎吐,16,làu-sái-thò͘,lau3sai2thoo3,lau3sai2thoo3,ㄌㄠ˪ㄙㄞˋㄊㆦ˪,lausaithoo,lausaithoo,ㄌㄠㄙㄞㄊㆦ,lst,lst,ㄌㄙㄊ,True,False
làu-sái-tshenn,落屎星,16,làu-sái-chheⁿ,lau3sai2tshenn1,lau3sai2chhenn1,ㄌㄠ˪ㄙㄞˋㄘㆥ,lausaitshenn,lausaichhenn,ㄌㄠㄙㄞㄘㆥ,lst,lsc,ㄌㄙㄘ,True,False
làu-sái-tshinn,落屎星,16,làu-sái-chhiⁿ,lau3sai2tshinn1,lau3sai2chhinn1,ㄌㄠ˪ㄙㄞˋㄑㆪ,lausaitshinn,lausaichhinn,ㄌㄠㄙㄞㄑㆪ,lst,lsc,ㄌㄙㄑ,True,False
lo̍h-lâu-thui,落樓梯,16,lo̍h-lâu-thui,loh8lau5thui1,loh8lau5thui1,ㄌㄛㆷ̇ㄌㄠˊㄊㄨㄧ,lohlauthui,lohlauthui,ㄌㄛㆷㄌㄠㄊㄨㄧ,llt,llt,ㄌㄌㄊ,True,False
lo̍h-tsuí-thâu,落水頭,16,lo̍h-chúi-thâu,loh8tsui2thau5,loh8chui2thau5,ㄌㄛㆷ̇ㄗㄨㄧˋㄊㄠˊ,lohtsuithau,lohchuithau,ㄌㄛㆷㄗㄨㄧㄊㄠ,ltt,lct,ㄌㄗㄊ,True,False
làu-sià-thòo,落瀉吐,16,làu-sià-thò͘,lau3sia3thoo3,lau3sia3thoo3,ㄌㄠ˪ㄒㄧㄚ˪ㄊㆦ˪,lausiathoo,lausiathoo,ㄌㄠㄒㄧㄚㄊㆦ,lst,lst,ㄌㄒㄊ,True,False
lo̍h-tsu-seh,落珠雪,16,lo̍h-chu-seh,loh8tsu1seh4,loh8chu1seh4,ㄌㄛㆷ̇ㄗㄨㄙㆤㆷ,lohtsuseh,lohchuseh,ㄌㄛㆷㄗㄨㄙㆤㆷ,lts,lcs,ㄌㄗㄙ,True,False
lak--ah,落矣,16,lak--ah,lak4ah4,lak4ah4,ㄌㄚㆻㄚㆷ,lakah,lakah,ㄌㄚㆻㄚㆷ,la,la,ㄌㄚ,True,False
lo̍h-tsio̍h-thâu,落石頭,16,lo̍h-chio̍h-thâu,loh8tsioh8thau5,loh8chioh8thau5,ㄌㄛㆷ̇ㄐㄧㄛㆷ̇ㄊㄠˊ,lohtsiohthau,lohchiohthau,ㄌㄛㆷㄐㄧㄛㆷㄊㄠ,ltt,lct,ㄌㄐㄊ,True,False
làu-khang-tshia,落空車,16,làu-khang-chhia,lau3khang1tshia1,lau3khang1chhia1,ㄌㄠ˪ㄎㄤㄑㄧㄚ,laukhangtshia,laukhangchhia,ㄌㄠㄎㄤㄑㄧㄚ,lkt,lkc,ㄌㄎㄑ,True,False
làu-khang-tsuā,落空逝,16,làu-khang-chōa,lau3khang1tsua7,lau3khang1choa7,ㄌㄠ˪ㄎㄤㄗㄨㄚ˫,laukhangtsua,laukhangchoa,ㄌㄠㄎㄤㄗㄨㄚ,lkt,lkc,ㄌㄎㄗ,True,False
lo̍h-bí-seh,落米雪,16,lo̍h-bí-seh,loh8bi2seh4,loh8bi2seh4,ㄌㄛㆷ̇ㆠㄧˋㄙㆤㆷ,lohbiseh,lohbiseh,ㄌㄛㆷㆠㄧㄙㆤㆷ,lbs,lbs,ㄌㆠㄙ,True,False
làu-si̍t-á,落翼仔,16,làu-si̍t-á,lau3sit8a2,lau3sit8a2,ㄌㄠ˪ㄒㄧㆵ̇ㄚˋ,lausita,lausita,ㄌㄠㄒㄧㆵㄚ,lsa,lsa,ㄌㄒㄚ,True,False
lak-tē-á,落袋仔,16,lak-tē-á,lak4te7a2,lak4te7a2,ㄌㄚㆻㄉㆤ˫ㄚˋ,laktea,laktea,ㄌㄚㆻㄉㆤㄚ,lta,lta,ㄌㄉㄚ,True,False
làu-phâu-khak,落跑殼,16,làu-phâu-khak,lau3phau5khak4,lau3phau5khak4,ㄌㄠ˪ㄆㄠˊㄎㄚㆻ,lauphaukhak,lauphaukhak,ㄌㄠㄆㄠㄎㄚㆻ,lpk,lpk,ㄌㄆㄎ,True,False
lak-tsînn-siann,落錢聲,16,lak-chîⁿ-siaⁿ,lak4tsinn5siann1,lak4chinn5siann1,ㄌㄚㆻㄐㆪˊㄒㄧㆩ,laktsinnsiann,lakchinnsiann,ㄌㄚㆻㄐㆪㄒㄧㆩ,lts,lcs,ㄌㄐㄒ,True,False
lo̍h-hōo-pe̍h,落雨白,16,lo̍h-hō͘-pe̍h,loh8hoo7peh8,loh8hoo7peh8,ㄌㄛㆷ̇ㄏㆦ˫ㄅㆤㆷ̇,lohhoopeh,lohhoopeh,ㄌㄛㆷㄏㆦㄅㆤㆷ,lhp,lhp,ㄌㄏㄅ,True,False
hio̍h-á-soo,葉仔酥,16,hio̍h-á-so͘,hioh8a2soo1,hioh8a2soo1,ㄏㄧㄛㆷ̇ㄚˋㄙㆦ,hiohasoo,hiohasoo,ㄏㄧㄛㆷㄚㄙㆦ,has,has,ㄏㄚㄙ,True,False
ia̍p-gî-tin,葉宜津,16,ia̍p-gî-tin,iap8gi5tin1,iap8gi5tin1,ㄧㄚㆴ̇ㆣㄧˊㄉㄧㄣ,iapgitin,iapgitin,ㄧㄚㆴㆣㄧㄉㄧㄣ,igt,igt,ㄧㆣㄉ,True,False
ia̍p-kiok-lân,葉菊蘭,16,ia̍p-kiok-lân,iap8kiok4lan5,iap8kiok4lan5,ㄧㄚㆴ̇ㄍㄧㆦㆻㄌㄢˊ,iapkioklan,iapkioklan,ㄧㄚㆴㄍㄧㆦㆻㄌㄢ,ikl,ikl,ㄧㄍㄌ,True,False
tio̍h-tshìn-mooh,著凊瘼,16,tio̍h-chhìn-mo͘h,tioh8tshin3mooh4,tioh8chhin3mooh4,ㄉㄧㄛㆷ̇ㄑㄧㄣ˪ㄇㆦㆷ,tiohtshinmooh,tiohchhinmooh,ㄉㄧㄛㆷㄑㄧㄣㄇㆦㆷ,ttm,tcm,ㄉㄑㄇ,True,False
tio̍h--lah,著啦,16,tio̍h--lah,tioh8lah4,tioh8lah4,ㄉㄧㄛㆷ̇ㄌㄚㆷ,tiohlah,tiohlah,ㄉㄧㄛㆷㄌㄚㆷ,tl,tl,ㄉㄌ,True,False
tio̍h-m̄-tio̍h,著毋著,16,tio̍h-m̄-tio̍h,tioh8m7tioh8,tioh8m7tioh8,ㄉㄧㄛㆷ̇ㆬ˫ㄉㄧㄛㆷ̇,tiohmtioh,tiohmtioh,ㄉㄧㄛㆷㆬㄉㄧㄛㆷ,tmt,tmt,ㄉㆬㄉ,True,False
tio̍h--bô,著無,16,tio̍h--bô,tioh8bo5,tioh8bo5,ㄉㄧㄛㆷ̇ㆠㄛˊ,tiohbo,tiohbo,ㄉㄧㄛㆷㆠㄛ,tb,tb,ㄉㆠ,True,False
tio̍h-kông-hōo,著狂雨,16,tio̍h-kông-hō͘,tioh8kong5hoo7,tioh8kong5hoo7,ㄉㄧㄛㆷ̇ㄍㆲˊㄏㆦ˫,tiohkonghoo,tiohkonghoo,ㄉㄧㄛㆷㄍㆲㄏㆦ,tkh,tkh,ㄉㄍㄏ,True,False
tio̍h-than-hong,著癱風,16,tio̍h-than-hong,tioh8than1hong1,tioh8than1hong1,ㄉㄧㄛㆷ̇ㄊㄢㄏㆲ,tiohthanhong,tiohthanhong,ㄉㄧㄛㆷㄊㄢㄏㆲ,tth,tth,ㄉㄊㄏ,True,False
tio̍h-ke-ba̍k,著雞目,16,tio̍h-ke-ba̍k,tioh8ke1bak8,tioh8ke1bak8,ㄉㄧㄛㆷ̇ㄍㆤㆠㄚㆻ̇,tiohkebak,tiohkebak,ㄉㄧㄛㆷㄍㆤㆠㄚㆻ,tkb,tkb,ㄉㄍㆠ,True,False
tio̍h-ke-bông,著雞盲,16,tio̍h-ke-bông,tioh8ke1bong5,tioh8ke1bong5,ㄉㄧㄛㆷ̇ㄍㆤㆠㆲˊ,tiohkebong,tiohkebong,ㄉㄧㄛㆷㄍㆤㆠㆲ,tkb,tkb,ㄉㄍㆠ,True,False
tio̍h-kiann-tsuâ,著驚蛇,16,tio̍h-kiaⁿ-chôa,tioh8kiann1tsua5,tioh8kiann1choa5,ㄉㄧㄛㆷ̇ㄍㄧㆩㄗㄨㄚˊ,tiohkianntsua,tiohkiannchoa,ㄉㄧㄛㆷㄍㄧㆩㄗㄨㄚ,tkt,tkc,ㄉㄍㄗ,True,False
táng-kàm-sū,董監事,16,táng-kàm-sū,tang2kam3su7,tang2kam3su7,ㄉㄤˋㄍㆰ˪ㄙㄨ˫,tangkamsu,tangkamsu,ㄉㄤㄍㆰㄙㄨ,tks,tks,ㄉㄍㄙ,True,False
hôo-lôo-tun,葫蘆墩,16,hô͘-lô͘-tun,hoo5loo5tun1,hoo5loo5tun1,ㄏㆦˊㄌㆦˊㄉㄨㄣ,hoolootun,hoolootun,ㄏㆦㄌㆦㄉㄨㄣ,hlt,hlt,ㄏㄌㄉ,True,False
suàn-jiông-ki,蒜茸枝,16,soàn-jiông-ki,suan3jiong5ki1,soan3jiong5ki1,ㄙㄨㄢ˪ㆢㄧㆲˊㄍㄧ,suanjiongki,soanjiongki,ㄙㄨㄢㆢㄧㆲㄍㄧ,sjk,sjk,ㄙㆢㄍ,True,False
suàn-thâu-pháng,蒜頭麭,16,soàn-thâu-pháng,suan3thau5phang2,soan3thau5phang2,ㄙㄨㄢ˪ㄊㄠˊㄆㄤˋ,suanthauphang,soanthauphang,ㄙㄨㄢㄊㄠㄆㄤ,stp,stp,ㄙㄊㄆ,True,False
suàn-hiong-ki,蒜香枝,16,soàn-hiong-ki,suan3hiong1ki1,soan3hiong1ki1,ㄙㄨㄢ˪ㄏㄧㆲㄍㄧ,suanhiongki,soanhiongki,ㄙㄨㄢㄏㄧㆲㄍㄧ,shk,shk,ㄙㄏㄍ,True,False
hak-tshù-tē,蓄厝地,16,hak-chhù-tē,hak4tshu3te7,hak4chhu3te7,ㄏㄚㆻㄘㄨ˪ㄉㆤ˫,haktshute,hakchhute,ㄏㄚㆻㄘㄨㄉㆤ,htt,hct,ㄏㄘㄉ,True,False
thiok-im-ki,蓄音機,16,thiok-im-ki,thiok4im1ki1,thiok4im1ki1,ㄊㄧㆦㆻㄧㆬㄍㄧ,thiokimki,thiokimki,ㄊㄧㆦㆻㄧㆬㄍㄧ,tik,tik,ㄊㄧㄍ,True,False
