tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,sitbut,is_variant
khóo-kue,苦瓜,10,khó͘-koe,khoo2kue1,khoo2koe1,khookue,khookoe,kk,kk,True,False
nāi-tsi,荔枝,10,nāi-chi,nai7tsi1,nai7chi1,naitsi,naichi,nt,nc,True,False
tshài-kue,菜瓜,10,chhài-koe,tshai3kue1,chhai3koe1,tshaikue,chhaikoe,tk,ck,True,False
phû-tô,葡萄,10,phû-tô,phu5to5,phu5to5,phuto,phuto,pt,pt,True,False
tshang-á,葱仔,10,chhang-á,tshang1a2,chhang1a2,tshanga,chhanga,ta,ca,True,False
suàn-á,蒜仔,10,soàn-á,suan3a2,soan3a2,suana,soana,sa,sa,True,False
si-kue,西瓜,10,si-koe,si1kue1,si1koe1,sikue,sikoe,sk,sk,True,False
tāu-tshài,豆菜,10,tāu-chhài,tau7tshai3,tau7chhai3,tautshai,tauchhai,tt,tc,True,False
kiō-kǹg-tik,轎槓竹,10,kiō-kǹg-tek,kio7kng3tik4,kio7kng3tek4,kiokngtik,kiokngtek,kkt,kkt,True,False
kim-kue,金瓜,10,kim-koe,kim1kue1,kim1koe1,kimkue,kimkoe,kk,kk,True,False
kim-si-góo-jiáu-lîng,金絲五爪龍,10,kim-si-gó͘-jiáu-lêng,kim1si1goo2jiau2ling5,kim1si1goo2jiau2leng5,kimsigoojiauling,kimsigoojiauleng,ksgjl,ksgjl,True,False
sang-ha̍p-kiàm-hio̍h-tsháu,雙合劍葉草,10,sang-ha̍p-kiàm-hio̍h-chháu,sang1hap8kiam3hioh8tshau2,sang1hap8kiam3hioh8chhau2,sanghapkiamhiohtshau,sanghapkiamhiohchhau,shkht,shkhc,True,False
kú-tshài,韮菜,10,kú-chhài,ku2tshai3,ku2chhai3,kutshai,kuchhai,kt,kc,True,True
ko-lê-tshài,高麗菜,10,ko-lê-chhài,ko1le5tshai3,ko1le5chhai3,koletshai,kolechhai,klt,klc,True,False
iâm-tsuí-bīn-thâu-ké,鹽水面頭菓,10,iâm-chúi-bīn-thâu-ké,iam5tsui2bin7thau5ke2,iam5chui2bin7thau5ke2,iamtsuibinthauke,iamchuibinthauke,itbtk,icbtk,True,False
n̂g-hue-tshân-lōo-tsháu,黃花田路草,10,n̂g-hoe-chhân-lō͘-chháu,ng5hue1tshan5loo7tshau2,ng5hoe1chhan5loo7chhau2,nghuetshanlootshau,nghoechhanloochhau,nhtlt,nhclc,True,False
gîng-gíng,龍眼,10,gêng-géng,ging5ging2,geng5geng2,gingging,genggeng,gg,gg,True,False
n̂g-ki,黃枝,9,n̂g-ki,ng5ki1,ng5ki1,ngki,ngki,nk,nk,True,False
pua̍t-á,拔仔,5,poa̍t-á,puat8a2,poat8a2,puata,poata,pa,pa,True,True
khûn-tshài,芹菜,5,khûn-chhài,khun5tshai3,khun5chhai3,khuntshai,khunchhai,kt,kc,True,False
han-tsû,蕃薯,5,han-chû,han1tsu5,han1chu5,hantsu,hanchu,ht,hc,True,True
gî-pê,枇杷,2,gî-pê,gi5pe5,gi5pe5,gipe,gipe,gp,gp,True,False
pû-á,匏仔,1,pû-á,pu5a2,pu5a2,pua,pua,pa,pa,True,False
hiòng-ji̍t-kuî,向日葵,1,hiòng-ji̍t-kûi,hiong3jit8kui5,hiong3jit8kui5,hiongjitkui,hiongjitkui,hjk,hjk,True,False
kā-lâng-káu,咬人狗,1,kā-lâng-káu,ka7lang5kau2,ka7lang5kau2,kalangkau,kalangkau,klk,klk,True,False
poo-kiunn,埔姜,1,po͘-kiuⁿ,poo1kiunn1,poo1kiunn1,pookiunn,pookiunn,pk,pk,True,False
suann-n̂g-ki,山黃枝,1,soaⁿ-n̂g-ki,suann1ng5ki1,soann1ng5ki1,suannngki,soannngki,snk,snk,True,False
tah-bah-tshì,搭肉刺,1,tah-bah-chhì,tah4bah4tshi3,tah4bah4chhi3,tahbahtshi,tahbahchhi,tbt,tbc,True,False
phoh-á,朴仔,1,phoh-á,phoh4a2,phoh4a2,phoha,phoha,pa,pa,True,False
sam-á,杉仔,1,sam-á,sam1a2,sam1a2,sama,sama,sa,sa,True,False
kóo-kí,枸杞,1,kó͘-kí,koo2ki2,koo2ki2,kooki,kooki,kk,kk,True,False
png-á,楓仔,1,png-á,png1a2,png1a2,pnga,pnga,pa,pa,True,False
tshiū-m̂,樹梅,1,chhiū-m̂,tshiu7m5,chhiu7m5,tshium,chhium,tm,cm,True,False
tshiū-tsû,樹薯,1,chhiū-chû,tshiu7tsu5,chhiu7chu5,tshiutsu,chhiuchu,tt,cc,True,False
kann-ná,橄欖,1,kaⁿ-ná,kann1na2,kann1na2,kannna,kannna,kn,kn,True,False
tsuí-lâi,水梨,1,chúi-lâi,tsui2lai5,chui2lai5,tsuilai,chuilai,tl,cl,True,False
tsuí-tshat,水漆,1,chúi-chhat,tsui2tshat4,chui2chhat4,tsuitshat,chuichhat,tt,cc,True,False
tsuí-pit,水筆,1,chúi-pit,tsui2pit4,chui2pit4,tsuipit,chuipit,tp,cp,True,False
iû-tông,油桐,1,iû-tông,iu5tong5,iu5tong5,iutong,iutong,it,it,True,False
pho-lô-bi̍t,波羅蜜,1,pho-lô-bi̍t,pho1lo5bit8,pho1lo5bit8,pholobit,pholobit,plb,plb,True,False
pe̍h-jîn,白仁,1,pe̍h-jîn,peh8jin5,peh8jin5,pehjin,pehjin,pj,pj,True,False
pe̍h-sua,白沙,1,pe̍h-soa,peh8sua1,peh8soa1,pehsua,pehsoa,ps,ps,True,False
siunn-si-á,相思仔,1,siuⁿ-si-á,siunn1si1a2,siunn1si1a2,siunnsia,siunnsia,ssa,ssa,True,False
âng-kue-iû,紅鷄油,1,âng-koe-iû,ang5kue1iu5,ang5koe1iu5,angkueiu,angkoeiu,aki,aki,True,False
tsí-soo,紫蘇,1,chí-so͘,tsi2soo1,chi2soo1,tsisoo,chisoo,ts,cs,True,False
phû-iông,芙蓉,1,phû-iông,phu5iong5,phu5iong5,phuiong,phuiong,pi,pi,True,False
tuē-á,苧仔,1,tōe-á,tue7a2,toe7a2,tuea,toea,ta,ta,True,False
kiô-á,茄仔,1,kiô-á,kio5a2,kio5a2,kioa,kioa,ka,ka,True,False
hm̂-á,茅仔,1,hm̂-á,hm5a2,hm5a2,hma,hma,ha,ha,True,False
hm̂-tsháu,茅草,1,hm̂-chháu,hm5tshau2,hm5chhau2,hmtshau,hmchhau,ht,hc,True,False
láu-tîn,荖藤,1,láu-tîn,lau2tin5,lau2tin5,lautin,lautin,lt,lt,True,True
tshinn-á,菁仔,1,chhiⁿ-á,tshinn1a2,chhinn1a2,tshinna,chhinna,ta,ca,True,False
kiok-á,菊仔,1,kiok-á,kiok4a2,kiok4a2,kioka,kioka,ka,ka,True,False
kiok-hue,菊花,1,kiok-hoe,kiok4hue1,kiok4hoe1,kiokhue,kiokhoe,kh,kh,True,False
e-á-tshài,萵仔菜,1,e-á-chhài,e1a2tshai3,e1a2chhai3,eatshai,eachhai,eat,eac,True,False
tshang-thâu,葱頭,1,chhang-thâu,tshang1thau5,chhang1thau5,tshangthau,chhangthau,tt,ct,True,False
liân-hue,蓮花,1,liân-hoe,lian5hue1,lian5hoe1,lianhue,lianhoe,lh,lh,True,False
lōo-giō,蕗蕎,1,lō͘-giō,loo7gio7,loo7gio7,loogio,loogio,lg,lg,True,False
tsû-nn̂g,薯榔,1,chû-nn̂g,tsu5nng5,chu5nng5,tsunng,chunng,tn,cn,True,False
lôo-hē,蘆薈,1,lô͘-hē,loo5he7,loo5he7,loohe,loohe,lh,lh,True,False
giâ-kang-tsháu,蜈蚣草,1,giâ-kang-chháu,gia5kang1tshau2,gia5kang1chhau2,giakangtshau,giakangchhau,gkt,gkc,True,False
ia̍h-á-tsháu,蝶仔草,1,ia̍h-á-chháu,iah8a2tshau2,iah8a2chhau2,iahatshau,iahachhau,iat,iac,True,False
hiunn-înn,香圓,1,hiuⁿ-îⁿ,hiunn1inn5,hiunn1inn5,hiunninn,hiunninn,hi,hi,True,False
hiang-hm̂,香茅,1,hiang-hm̂,hiang1hm5,hiang1hm5,hianghm,hianghm,hh,hh,True,False
kue-jiû,鷄柔,1,koe-jiû,kue1jiu5,koe1jiu5,kuejiu,koejiu,kj,kj,True,True
n̂g-ki-hue,黃枝花,1,n̂g-ki-hoe,ng5ki1hue1,ng5ki1hoe1,ngkihue,ngkihoe,nkh,nkh,True,False
